artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,numero_genero,hit
Lady Gaga,Just Dance,241.933,False,2008,77,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,"art pop, dance pop, pop",196,1
Flo Rida,Low (feat. T-Pain),231.4,False,2008,82,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,"dance pop, edm, miami hip hop, pop, pop rap",198,1
Empire of the Sun,Walking On A Dream,198.44,False,2008,80,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop",199,1
Jason Mraz,I'm Yours,242.946,False,2008,81,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,"acoustic pop, dance pop, neo mellow, pop, pop rock",200,1
Rihanna,Disturbia,238.626,False,2008,80,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,"barbadian pop, dance pop, pop, urban contemporary",146,1
Soulja Boy,Kiss Me Thru The Phone,193.386,False,2008,78,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap",189,1
Deftones,Sextape,241.533,False,2008,77,0.367,0.634,5,-6.475,1,0.027,0.000824,0.0759,0.116,0.0964,89.981,"alternative metal, nu metal, rap metal, rock, sacramento indie",5,1
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,273.6,False,2008,75,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",201,1
Rihanna,Umbrella,275.986,False,2008,86,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,"barbadian pop, dance pop, pop, urban contemporary",146,1
Michael Jackson,Billie Jean,293.826,False,2008,82,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,"pop, r&b, soul",67,1
Zac Brown Band,Toes,262.773,True,2008,74,0.801,0.759,11,-5.398,1,0.0378,0.657,0.0,0.0897,0.821,129.971,"contemporary country, country, country road, modern country rock",195,1
Katy Perry,I Kissed A Girl,179.64,False,2008,73,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,"dance pop, pop",69,1
The All-American Rejects,Gives You Hell,213.106,False,2008,72,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",92,1
T.I.,Whatever You Like,249.533,True,2008,75,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",202,1
Adele,Make You Feel My Love,212.04,False,2008,75,0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,"british soul, pop, pop soul, uk pop",203,1
Rise Against,Savior,242.28,False,2008,78,0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000142,0.425,0.478,112.49,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, nu metal, pop punk, post-grunge, punk",177,1
Katy Perry,Hot N Cold,220.226,False,2008,72,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,"dance pop, pop",69,1
Taylor Swift,You Belong With Me,231.133,False,2008,71,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,pop,162,1
Rihanna,Don't Stop The Music,267.08,False,2008,82,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,"barbadian pop, dance pop, pop, urban contemporary",146,1
Ne-Yo,Miss Independent,232.0,False,2008,78,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,"dance pop, pop, r&b, urban contemporary",169,1
Estelle,American Boy,284.733,True,2008,79,0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848,"neo soul, r&b",204,1
Chris Brown,Forever,278.573,False,2008,79,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,"pop, r&b, rap",154,1
Kings of Leon,Use Somebody,230.76,False,2008,78,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,"modern rock, rock",197,1
Taylor Swift,Love Story,235.266,False,2008,71,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,pop,162,1
Jamey Johnson,In Color,290.68,False,2008,71,0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-06,0.157,0.251,129.518,"country, country road, outlaw country",205,1
P!nk,So What,215.16,True,2008,78,0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,"dance pop, pop",69,1
Lady Gaga,Paparazzi,208.306,False,2008,72,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,"art pop, dance pop, pop",196,1
Vampire Weekend,A-Punk,137.76,False,2008,70,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock, stomp and holler",206,1
Mother Mother,Hayloft,181.68,False,2008,77,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,vancouver indie,188,1
Rihanna,Take A Bow,229.413,False,2008,79,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,"barbadian pop, dance pop, pop, urban contemporary",146,1
Nickelback,Burn It to the Ground,212.346,False,2008,74,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,"alternative metal, canadian rock, post-grunge",36,1
Adele,Chasing Pavements,210.506,False,2008,72,0.616,0.47,5,-6.092,0,0.0253,0.291,0.0,0.111,0.325,80.03,"british soul, pop, pop soul, uk pop",203,1
Zac Brown Band,Whatever It Is,208.213,False,2008,71,0.686,0.576,1,-6.633,1,0.0284,0.443,1.66e-05,0.212,0.72,83.969,"contemporary country, country, country road, modern country rock",195,1
Lady Gaga,LoveGame,216.333,False,2008,72,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,"art pop, dance pop, pop",196,1
Darius Rucker,Alright,231.92,False,2008,71,0.601,0.806,7,-4.579,1,0.0345,0.0527,0.0,0.185,0.711,89.87,"black americana, contemporary country, country, country road",207,1
T.I.,Live Your Life,338.853,True,2008,77,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",202,1
Lil Wayne,A Milli,221.84,True,2008,71,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,"hip hop, new orleans rap, pop rap, rap, trap",208,1
Lil Wayne,Lollipop,299.333,True,2008,72,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,"hip hop, new orleans rap, pop rap, rap, trap",208,1
Bon Iver,Skinny Love,238.52,False,2008,73,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",209,1
Michael Jackson,Beat It,258.04,False,2008,79,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,"pop, r&b, soul",67,1
Saving Abel,Addicted,222.826,True,2008,71,0.512,0.864,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.527,138.018,"alternative metal, nu metal, post-grunge",40,1
Paramore,Decode,261.959,False,2008,73,0.28,0.87,10,-4.219,0,0.0592,0.000686,0.00608,0.101,0.284,164.057,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",180,1
Britney Spears,Womanizer,224.4,False,2008,78,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,"dance pop, pop, post-teen pop",11,1
3OH!3,DONTTRUSTME,192.573,True,2008,71,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,"dance pop, electropowerpop, pop punk, pop rap, post-teen pop",210,1
Miley Cyrus,Party In The U.S.A.,202.066,False,2009,78,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,"dance pop, pop",69,1
Drake,Best I Ever Had,257.69,True,2009,79,0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361,"canadian hip hop, canadian pop, hip hop, pop, rap, toronto rap",211,1
JAY-Z,Run This Town,267.52,True,2009,82,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,"east coast hip hop, gangster rap, hip hop, pop rap, rap",132,1
Cage The Elephant,Ain't No Rest for the Wicked,175.493,False,2009,76,0.636,0.849,0,-7.075,1,0.106,0.0438,0.0,0.372,0.917,156.036,"modern alternative rock, modern rock, punk blues, rock",212,1
Kid Cudi,Pursuit Of Happiness (Nightmare),295.293,True,2009,75,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,"hip hop, ohio hip hop, pop rap, rap",213,1
Lady Gaga,Bad Romance,294.573,True,2009,84,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,"art pop, dance pop, pop",196,1
Black Eyed Peas,I Gotta Feeling,289.133,False,2009,76,0.744,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.966,"dance pop, pop, pop rap",111,1
Paramore,All I Wanted,225.786,False,2009,76,0.494,0.723,6,-4.559,0,0.0441,0.0192,0.0322,0.134,0.152,144.036,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",180,1
JAY-Z,Empire State Of Mind,276.92,True,2009,84,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,"east coast hip hop, gangster rap, hip hop, pop rap, rap",132,1
Florence + The Machine,Dog Days Are Over,251.84,False,2009,74,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,"baroque pop, modern rock, uk alternative pop",214,1
Kid Cudi,Day 'N' Nite (nightmare),221.24,False,2009,73,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,"hip hop, ohio hip hop, pop rap, rap",213,1
Bon Iver,Rosyln,289.56,False,2009,77,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",209,1
Skillet,Monster,178.013,False,2009,79,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,"alternative metal, christian alternative rock, christian music, christian rock, post-grunge",215,1
Jay Sean,Down,212.506,False,2009,79,0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012,"dance pop, pop rap, post-teen pop",216,1
Rihanna,Rude Boy,222.92,True,2009,81,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,"barbadian pop, dance pop, pop, urban contemporary",146,1
Owl City,Fireflies,228.346,False,2009,79,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,"indietronica, neo mellow, post-teen pop, viral pop",217,1
Jason Aldean,She's Country,220.573,False,2009,72,0.553,0.872,1,-2.832,0,0.0782,0.198,0.0,0.0659,0.638,172.138,"contemporary country, country, country road, modern country rock",195,1
Brooks & Dunn,Neon Moon,263.76,False,2009,73,0.698,0.632,9,-6.508,1,0.0247,0.554,0.0,0.118,0.458,102.408,"contemporary country, country, country road",107,1
Mumford & Sons,Little Lion Man,247.002,True,2009,72,0.52,0.496,5,-8.121,1,0.0271,0.0234,2.05e-05,0.0905,0.496,138.81,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",218,1
Iyaz,Replay,182.306,False,2009,74,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,"dance pop, pop rap, post-teen pop",216,1
Kid Cudi,Pursuit Of Happiness (Nightmare),295.293,True,2009,72,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,"hip hop, ohio hip hop, pop rap, rap",213,1
Mariah Carey,It's A Wrap,238.866,False,2009,71,0.626,0.357,2,-7.166,0,0.0631,0.354,0.0,0.0552,0.401,179.869,"dance pop, pop, urban contemporary",152,1
Lady Gaga,Telephone,220.626,False,2009,73,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,"art pop, dance pop, pop",196,1
Kid Cudi,Day 'N' Nite (nightmare),221.266,False,2009,71,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,"hip hop, ohio hip hop, pop rap, rap",213,1
David Guetta,Memories (feat. Kid Cudi),210.093,False,2009,70,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,"big room, dance pop, edm, pop, pop dance",219,1
Five Finger Death Punch,Bad Company,262.44,False,2009,70,0.558,0.886,11,-4.196,0,0.0482,0.000595,9.91e-05,0.0904,0.171,114.041,"alternative metal, groove metal, nu metal",220,1
Shakira,She Wolf,188.866,False,2009,78,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,"colombian pop, dance pop, latin pop, pop",45,1
Breaking Benjamin,I Will Not Bow,216.733,False,2009,72,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,"alternative metal, nu metal, post-grunge",40,1
Drake,Forever,357.706,True,2009,75,0.457,0.906,5,-2.278,0,0.342,0.249,0.0,0.182,0.54,104.02,"canadian hip hop, canadian pop, hip hop, pop, rap, toronto rap",211,1
Brooks & Dunn,Boot Scootin' Boogie,198.226,False,2009,72,0.656,0.817,11,-4.296,0,0.0435,0.22,0.0,0.304,0.862,130.448,"contemporary country, country, country road",107,1
Young Money,BedRock,288.133,True,2009,71,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,"dirty south rap, pop rap, rap, southern hip hop, trap",221,1
Phoenix,1901,193.106,False,2009,70,0.59,0.829,0,-5.649,1,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,"alternative dance, indie rock, modern rock, new rave, rock independant francais",222,1
Miley Cyrus,The Climb,236.066,False,2009,71,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074,"dance pop, pop",69,1
OneRepublic,Secrets,224.693,False,2009,77,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,"dance pop, piano rock, pop",190,1
Black Eyed Peas,Meet Me Halfway,284.373,False,2009,70,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,"dance pop, pop, pop rap",111,1
David Guetta,Sexy Bitch (feat. Akon),195.853,True,2009,68,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,"big room, dance pop, edm, pop, pop dance",219,1
Mumford & Sons,The Cave,217.984,False,2009,69,0.594,0.51,4,-9.621,1,0.0383,0.047,7.27e-05,0.0959,0.368,141.979,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",218,1
Mariah Carey,Obsessed,242.2,False,2009,69,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,"dance pop, pop, urban contemporary",152,1
Kid Cudi,Soundtrack 2 My Life,235.626,True,2009,69,0.464,0.754,9,-6.653,0,0.128,0.465,1.57e-05,0.37,0.444,86.501,"hip hop, ohio hip hop, pop rap, rap",213,1
A Day To Remember,The Downfall Of Us All,209.093,False,2009,71,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709,129.947,"alternative metal, metalcore, pop punk, screamo",223,1
Flo Rida,Right Round,204.64,False,2009,77,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,"dance pop, edm, miami hip hop, pop, pop rap",198,1
Miranda Lambert,The House That Built Me,236.626,False,2009,70,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,"contemporary country, country, country dawn, country road",24,1
Jason Aldean,Big Green Tractor,204.2,False,2009,68,0.623,0.59,4,-5.014,1,0.028,0.646,0.0,0.295,0.579,137.071,"contemporary country, country, country road, modern country rock",195,1
The Temper Trap,Sweet Disposition,230.8,False,2009,67,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,"indietronica, modern rock",224,1
Sean Kingston,Fire Burning,239.986,False,2009,72,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973,"dance pop, miami hip hop, pop",186,1
Gregory Alan Isakov,Big Black Car,217.466,False,2009,72,0.6,0.186,3,-15.926,1,0.0317,0.909,0.00102,0.104,0.468,110.044,"indie folk, pop folk, stomp and flutter, stomp and holler",225,1
Luke Bryan,Rain Is A Good Thing,176.16,False,2009,70,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,"contemporary country, country, country road",107,1
Brooks & Dunn,My Maria,208.106,False,2009,70,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57,"contemporary country, country, country road",107,1
Aventura,Dile al Amor,229.36,False,2009,77,0.825,0.605,11,-9.71,1,0.0376,0.0764,0.0,0.314,0.944,124.005,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino",77,1
The Fray,You Found Me,241.853,False,2009,74,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,"modern rock, neo mellow, piano rock, pop rock",148,1
Miguel,Sure Thing,195.373,False,2010,92,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,"r&b, urban contemporary",226,1
Roar,Christmas Kids,135.693,True,2010,85,0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092,weirdcore,227,1
Taylor Swift,Enchanted,352.186,False,2010,79,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,pop,162,1
Miguel,Girl With The Tattoo Enter.lewd,102.813,False,2010,83,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,"r&b, urban contemporary",226,1
Bruno Mars,Just the Way You Are,220.734,False,2010,84,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,"dance pop, pop",69,1
Mac Miller,The Spins,195.873,True,2010,80,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,"hip hop, pittsburgh rap, rap",228,1
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263.773,True,2010,77,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,"atl hip hop, dirty south rap, rap, southern hip hop, trap",229,1
Rihanna,Only Girl (In The World),235.493,False,2010,84,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,"barbadian pop, dance pop, pop, urban contemporary",146,1
Bruno Mars,Grenade,222.091,False,2010,79,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,"dance pop, pop",69,1
Bruno Mars,Talking to the Moon,217.866,False,2010,82,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,"dance pop, pop",69,1
Kanye West,Devil In A New Dress,351.946,True,2010,79,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,"chicago rap, hip hop, rap",118,1
Roar,I Can't Handle Change,198.213,False,2010,81,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,weirdcore,227,1
Patrick Watson,Je te laisserai des mots,160.853,False,2010,85,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,"indie folk, indie quebecois",230,1
Nicki Minaj,Super Bass,200.013,True,2010,80,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,"dance pop, hip pop, pop, queens hip hop, rap",231,1
Train,"Hey, Soul Sister",216.773,False,2010,83,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,"dance pop, neo mellow, pop rock",35,1
Rihanna,S&M,243.6,False,2010,82,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,"barbadian pop, dance pop, pop, urban contemporary",146,1
Katy Perry,Last Friday Night (T.G.I.F.),230.733,False,2010,76,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,"dance pop, pop",69,1
Eminem,Love The Way You Lie,263.373,True,2010,85,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,"detroit hip hop, hip hop, pop, rap",0,1
Kesha,TiK ToK,199.693,False,2010,83,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,"dance pop, pop, post-teen pop",11,1
Kanye West,Runaway,547.733,True,2010,79,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,"chicago rap, hip hop, rap",118,1
Kanye West,All Of The Lights,299.613,True,2010,80,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,"chicago rap, hip hop, rap",118,1
Zac Brown Band,Knee Deep (feat. Jimmy Buffett),203.173,False,2010,75,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99,"contemporary country, country, country road, modern country rock",195,1
Jason Aldean,Dirt Road Anthem,229.4,False,2010,74,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,"contemporary country, country, country road, modern country rock",195,1
Don Omar,Danza Kuduro,198.773,False,2010,80,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",98,1
Dr. Dog,Where'd All the Time Go?,234.8,False,2010,78,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,"chamber pop, indie rock, modern folk rock, modern rock, philly indie, stomp and holler",232,1
Katy Perry,Teenage Dream,227.741,False,2010,74,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,"dance pop, pop",69,1
Kanye West,POWER,292.093,True,2010,79,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,"chicago rap, hip hop, rap",118,1
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220.8,False,2010,81,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",57,1
Justin Bieber,Baby,214.24,False,2010,83,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,"canadian pop, pop",233,1
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201.16,False,2010,74,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,"dance pop, pop",69,1
Miguel,All I Want Is You (feat. J. Cole),295.92,False,2010,75,0.776,0.603,5,-5.696,1,0.0343,0.0728,6.25e-05,0.111,0.921,96.888,"r&b, urban contemporary",226,1
Kid Cudi,Mr. Rager,294.213,False,2010,73,0.675,0.734,7,-8.659,1,0.0265,0.38,0.895,0.141,0.533,101.998,"hip hop, ohio hip hop, pop rap, rap",213,1
Bruno Mars,Marry You,230.192,False,2010,76,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,"dance pop, pop",69,1
bôa,Duvet,203.6,False,2010,78,0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,,30,1
P!nk,Raise Your Glass,202.96,True,2010,80,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,"dance pop, pop",69,1
Plan B,Es un Secreto,190.56,False,2010,71,0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,"reggaeton, trap latino, urbano latino",89,1
Two Door Cinema Club,What You Know,191.706,False,2010,73,0.563,0.739,6,-4.239,0,0.0416,0.00073,1.45e-05,0.0822,0.775,139.0,"indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie",234,1
